customer_id,age,annual_income,purchase_frequency,avg_order_value,product_category,customer_lifetime_value,account_age_months,reviews_count,return_rate,email_engagement
45,38,118116,6,362.89926499982494,Electronics,6058.627737399589,13,3,0.2277206817775127,Low
46,26,117379,1,62.223577763050436,Home,5865.98431625174,11,12,0.18288930349707058,High
47,56,88385,5,78.60908394362,Clothing,7505.9244763523675,46,22,0.2688122398971657,Low
48,35,146131,41,139.20506329096204,Sports,8136.520902092362,19,7,0.2454080247416079,Low
49,21,60158,12,140.58421275173228,Sports,6599.138212581876,11,17,0.07584408182676017,Low
50,42,85417,26,368.77044344494055,Books,1368.1478890253802,13,11,0.08143157329026006,Low
51,31,43289,46,132.8580236751829,Sports,3448.8483093455343,46,30,0.037606942737715685,High
52,67,130226,34,320.2180510451493,Clothing,9288.028039227893,45,13,0.10108941771523695,High
53,26,120793,49,252.19418656775298,Clothing,2323.694557254134,1,33,0.2998631756157283,High
54,43,29823,14,290.9142453079063,Sports,3784.453535991382,40,17,0.12172535058451829,Low
55,19,80160,26,420.67241195736494,Clothing,4377.56114114754,44,33,0.06614653040673192,Low
56,37,61975,45,208.14693575902191,Books,4450.109397975077,19,10,0.2287448653426659,Low
57,45,29540,27,387.7465747614925,Electronics,6168.1018666958025,12,40,0.16274130103879683,High
58,64,36364,9,216.7976691798368,Books,9436.450793672606,8,11,0.04488043485808576,Low
59,24,24611,26,183.39697451501223,Books,2482.857847141799,8,48,0.11420690434825972,Medium
60,61,47663,47,479.72731688347807,Clothing,1302.8636253790887,53,14,0.12434091466180298,Low
61,25,71991,22,100.34175113269197,Electronics,2054.9578496133795,45,30,0.22614891017076558,Medium
62,64,77679,47,54.26511068302786,Clothing,8880.556512071767,12,48,0.006201410667571339,Low
63,52,124182,30,387.78310351238446,Home,6493.52704528654,48,28,0.08070589403949315,High
64,31,50977,43,43.442355623504874,Clothing,2930.4772134676855,33,25,0.15527889039465662,Low
65,34,114704,48,420.1687054444844,Clothing,8177.874695789311,45,17,0.080654022735853,Medium
66,53,69115,17,224.22476421504933,Clothing,8627.562963998016,26,31,0.18853021422569965,Medium
67,67,111007,26,458.6017018730379,Electronics,8480.491953033752,39,21,0.14456024378238497,Low
68,57,108223,36,363.5511019497338,Clothing,9197.37268303159,28,37,0.10851307645787418,Medium
69,21,80890,1,309.09828683389924,Electronics,2597.18609971628,58,16,0.2847625880611537,Medium
70,19,86387,8,475.1603305583052,Sports,7574.915094588155,5,22,0.1896478497559372,High
71,23,38071,49,204.3581927955066,Home,4659.341023013986,8,23,0.03898241168038236,Low
72,59,79275,35,477.5025989044202,Electronics,8435.78567361161,25,49,0.16802750923301865,Low
73,21,92369,15,76.15062593639139,Sports,7312.057703899971,27,7,0.23421955596027028,Low
74,46,31938,47,247.03992154688225,Electronics,7786.829720347274,46,40,0.2125469092478392,Medium
75,35,55195,22,142.2564989721755,Electronics,6596.002193042608,23,5,0.05162676878857781,Low
76,43,111680,14,274.5229616650148,Home,1856.544817750098,30,4,0.291725999712031,Low
77,61,24000,26,89.38680016687645,Books,5495.7664970796895,45,43,0.13464409372398178,High
78,51,90588,28,422.34953355192124,Books,9848.230421292632,47,28,0.04770750112207839,High
79,27,121042,23,424.73984616413304,Electronics,9380.141858321478,23,27,0.05405872623844438,High
80,53,113610,14,478.0657932345047,Clothing,527.4199843904155,49,10,0.029470497656724146,Medium
81,31,140420,24,85.78934903278575,Sports,1731.6666757214275,47,0,0.24105543253048028,Low
82,48,123691,2,315.43294994344546,Clothing,1404.114857200163,20,42,0.036609148296554594,High
83,65,126306,45,242.3762812631811,Clothing,7287.201108854425,18,18,0.03753757714252408,High
84,32,117856,26,178.7480287016743,Electronics,8196.074765583755,18,8,0.2551414844282513,High
85,25,58304,14,182.25467895576722,Electronics,2213.762526475652,2,26,0.10338122533426788,Low
86,31,131783,7,212.2688397973086,Electronics,5107.941660223107,4,33,0.009257371292421735,Low
87,40,89449,3,355.413519347587,Electronics,8422.95997731088,30,43,0.015568589855523262,Low
88,57,102986,47,303.16016855139577,Books,7354.73529318588,33,3,0.042651134011168663,Medium
89,38,109643,23,235.24394125295424,Electronics,5468.148334369298,36,35,0.06401800439270686,Medium
90,33,40764,46,47.20737108111482,Books,5944.442135541852,18,17,0.1995438582715216,High
91,62,128940,43,48.105018598688964,Books,5132.769414471171,37,14,0.04719788400054847,Low
92,35,106027,47,11.146301406631347,Electronics,3045.7296680563236,19,12,0.03566231735312159,High
93,64,58494,45,484.1727002214724,Home,5693.71772930426,47,18,0.22941574244288374,Low
94,41,23373,18,12.574371093608608,Sports,6919.964490295898,28,48,0.20131658515797432,Low
95,43,32161,38,60.515935546734994,Clothing,8745.896867021997,40,5,0.13059726643657085,Low
96,42,117532,35,164.15231283661134,Books,6399.284404394556,20,47,0.16479293144403118,Medium
97,62,112658,15,405.640823390213,Sports,7635.103216727264,49,11,0.09359520609792554,Medium
98,58,143633,25,481.42840502441766,Home,1684.7091860502726,33,36,0.1447501260706082,Low
99,46,120386,37,397.1066438080095,Clothing,4669.41899675592,12,16,0.15200179469482372,High
100,32,47350,28,348.3745138983639,Clothing,192.38303628822365,58,22,0.11617118135342877,Low
101,62,113008,10,265.437327032649,Books,2542.120758764068,51,25,0.27197166320164884,Low
102,18,114297,39,52.485553812469966,Electronics,7291.970979618748,15,28,0.004818559494301843,High
103,42,45351,17,479.50368857192586,Home,9918.918518358698,41,32,0.23465137892737384,Low
104,24,108668,39,381.6122828333839,Books,1081.8631859134375,39,26,0.0373148493723973,High
105,26,134585,22,323.0851988137883,Home,4074.793727026754,2,24,0.2392642081611598,Medium
106,41,35305,26,381.92756431403643,Electronics,8020.702590121679,29,9,0.18477357470301636,Medium
107,18,95353,44,364.8106313438379,Electronics,2119.952782826099,41,46,0.2529834272809207,High
108,61,96797,25,322.24347409684856,Books,5595.3409980926335,10,22,0.029254297692269237,Medium
109,25,85953,17,490.4826320881942,Electronics,7357.40583069378,2,20,0.1676941902299322,Medium
110,41,77458,13,452.6482681916522,Sports,6198.255957575772,51,20,0.15032636407865912,High
111,28,127112,20,326.86581036741006,Clothing,1961.4448726926198,11,42,0.21185795488900758,Medium
112,68,40358,25,349.6558536138931,Books,3618.3072299888204,13,12,0.16028716556810274,Low
113,34,23267,4,35.2819452627679,Home,7859.538666405432,10,36,0.16222037013993126,Low
114,25,102745,10,338.25955762951924,Sports,5586.842489906964,14,32,0.1288787830728194,High
115,52,109588,3,31.641064477949087,Books,151.7731740748361,18,23,0.09265032720220225,Medium
116,52,58513,41,298.2492409152662,Electronics,7633.808524278129,51,43,0.14467930837565765,Low
117,50,46092,45,499.6832147872591,Electronics,449.5824139083668,54,10,0.035547707630520176,Low
118,22,31338,18,282.345224904218,Electronics,7482.764449039199,9,16,0.2884540016949254,Medium
119,59,20412,47,241.87295785985336,Electronics,2104.55754563585,57,3,0.2143232290879795,Medium
120,56,27543,36,163.2988796877379,Home,9584.927453181865,39,46,0.28574013500635403,Low
121,58,125891,47,69.05606360536757,Sports,3742.6134378906363,28,24,0.06801821469898897,Low
122,45,53496,22,368.201599014558,Clothing,3336.623001746983,3,29,0.2638023060529584,High
123,24,80692,34,104.37352361495891,Home,1573.9916982912023,20,8,0.24263699536906153,High
124,26,109084,47,66.48819041116934,Home,3125.4817333531273,6,20,0.20314572373730208,Low
125,25,112920,8,216.66370326795115,Clothing,8778.842542099186,27,19,0.18750875582556173,High
126,29,143555,40,399.7175005999577,Clothing,9963.709942509748,53,18,0.09496489958036099,Low
127,51,64425,49,375.081628578908,Electronics,3746.2643520177985,2,18,0.2449232354895092,Low
128,50,58756,44,36.89248117677271,Home,4541.245246449971,29,11,0.15045463844392012,High
129,65,38888,19,233.0204056677165,Books,7248.502288207097,38,36,0.02126747276738561,High
130,40,55735,42,265.9929422748728,Clothing,8873.338226604237,3,41,0.093858948256539,Medium
131,41,67295,41,325.82785880665284,Clothing,5971.138908449163,16,16,0.28058912956359827,Medium
132,54,137474,37,328.5820017171818,Sports,3976.1044119605103,30,36,0.25520407818145385,Medium
133,52,134352,6,188.70165223407986,Books,4184.956224401375,40,47,0.29457170942296174,Low
134,61,103042,26,284.73182506172185,Books,6986.619650318388,2,38,0.18839801478122942,High
135,57,105999,34,245.72032308360235,Clothing,131.86080968235893,17,27,0.07425302194212359,Low
136,39,37955,45,443.64919469640773,Electronics,6233.934440852423,41,40,0.04884451490305913,High
137,44,57841,6,269.8299149911011,Sports,3619.380803369438,12,34,0.05607433218253849,Low
138,52,90640,37,226.10575925659919,Books,7962.553579643134,35,46,0.005938697504176316,Medium
139,18,85510,33,208.19787034410686,Clothing,1020.6073342490084,43,47,0.11720463329578175,Medium
140,52,54911,22,290.4896021223982,Books,5923.202442789066,1,17,0.05742830414986275,Medium
141,54,79031,21,403.94871990643986,Sports,4861.631609872625,55,13,0.12349663813701073,Low
142,64,108726,6,273.8167302865859,Sports,6459.022706461751,45,34,0.2804983295516296,High
143,31,27357,6,334.2110357894653,Home,742.0505853813867,15,43,0.12916206285215698,High
144,20,52479,48,371.54932578419726,Clothing,5841.839495538499,26,40,0.2633953490954504,Medium
145,18,81476,4,264.8823738405786,Sports,5658.697420799284,37,6,0.18165142998476294,Medium
146,22,64811,30,219.14035776088355,Home,5650.534934720092,21,40,0.07413946639841758,Medium
147,43,56208,11,439.56603515260025,Home,6074.527899304902,49,12,0.10675642777776341,Medium
148,31,40150,30,214.57798117366715,Books,6797.032578540986,31,17,0.025175860746428823,High
149,56,91180,31,236.35199678203793,Books,8069.39109683962,25,36,0.10003877807880314,Low
150,44,63286,24,495.2672435374708,Home,2771.2251292693218,23,12,0.20326228365106022,Low
151,26,132856,9,10.116386552183444,Books,8267.989160782614,24,35,0.021633327878830554,Low
152,32,88450,3,100.881725692594,Sports,5032.731254408191,57,30,0.0616204225434088,Low
153,32,41352,31,198.14230606066562,Electronics,862.8769634298785,38,1,0.11443231242399343,Medium
154,43,75069,40,466.9690556183739,Sports,679.6541995153941,28,15,0.29461486110478874,Medium
155,59,131888,37,44.31455581626081,Home,3408.9593550910017,21,8,0.23545854688766404,Medium
156,30,130448,36,14.647862477964058,Home,7870.480073403529,54,8,0.22004602394763115,Low
157,68,34397,24,35.81507962884201,Sports,7106.041253935066,43,37,0.03485728695763379,Medium
158,49,61555,31,53.386271200672894,Books,7907.288150256823,18,10,0.23429876808449743,Medium
159,56,66959,6,28.422418871067826,Books,5220.963658771932,36,21,0.23558064345480453,High
160,66,20728,2,245.09285015968734,Home,4457.970079759357,35,32,0.18033080868729848,High
161,69,70517,20,294.5710315413906,Clothing,1559.7800143922111,45,35,0.29710853459951153,Medium
162,49,139180,28,143.126615823812,Books,3349.108260732184,55,44,0.09757617177736558,High
163,21,86234,11,205.16081814806142,Sports,4396.791725121365,9,22,0.2823817344725555,High
164,47,59954,4,54.932674204600765,Books,977.1442538282106,53,44,0.27441933448695105,Medium
165,54,67280,15,174.8215272759268,Sports,2284.0583318409913,38,44,0.0034441979248133526,Medium
166,40,99459,6,266.0344039009163,Home,6022.430411231015,58,33,0.1350349579424433,Medium
167,56,36779,49,368.8131855204761,Books,7383.064830967979,30,8,0.293131269915472,Medium
168,62,83932,30,11.63971740105982,Sports,9983.640362790202,44,23,0.030936408722422735,Low
169,32,92936,38,238.98227560344975,Home,9337.821980301222,34,7,0.16433540831499582,Low
170,60,44466,2,155.5314094628923,Clothing,6461.395475398396,32,6,0.2936872521123312,Medium
171,46,56939,15,427.8826926290317,Sports,4270.355727611312,3,35,0.16664862723175805,High
172,53,89896,11,360.6211244647785,Clothing,6398.155910611504,3,17,0.056944590891646794,Medium
173,30,55270,8,298.6631818907385,Clothing,7877.951018994297,28,2,0.1746549690277769,Medium
174,49,79163,26,145.86016639141906,Electronics,1271.5282901415344,44,27,0.06133217218486405,High
175,24,102637,45,456.06616000819184,Books,4158.058407993254,15,5,0.15591127886834527,Low
176,68,71934,44,32.09933183795836,Sports,8414.04262779261,41,43,0.022212665373704397,Medium
177,39,84895,5,63.639123352766426,Clothing,3899.9462241371357,23,43,0.18164480076432138,Medium
178,45,52307,6,201.89876886477447,Electronics,5761.535485149147,40,20,0.15503698173844746,Low
179,19,74098,26,70.9744030754596,Home,5918.916672535763,11,27,0.2220484106284389,Low
180,59,80921,4,478.64369180411825,Sports,1926.3149060230296,48,39,0.1892101413476355,High
181,62,25486,19,401.01476785025784,Clothing,3686.130872357655,32,0,0.164881880559227,Low
182,23,28335,20,136.9014992848887,Books,3411.661758545128,58,35,0.20693365477443634,Low
183,45,106900,33,298.39157219689025,Electronics,359.34741446744147,59,20,0.043182574071669255,Low
184,45,146020,20,491.34195238924,Clothing,339.49846252441694,57,42,0.1786078983775812,High
185,61,141954,49,443.25749928443645,Books,8333.800732390157,54,34,0.051633180846833306,Low
186,61,122795,12,304.391238756677,Clothing,2803.4010187308427,36,12,0.27765666235556424,Low
187,37,109112,47,452.82474391588255,Sports,5228.9797857642725,33,48,0.02050023145368126,High
188,47,117203,1,494.7006058085459,Sports,3057.383178528853,24,9,0.12911242490723798,Low
189,28,31130,26,374.24288321787583,Sports,9412.72452664187,39,43,0.20873924329663346,Low
190,45,107508,14,41.843340646618074,Electronics,2667.03791277116,34,46,0.13740666350047762,High
191,42,125955,38,206.77431584848887,Sports,4353.6024461154575,56,9,0.027628575969870704,Medium
192,56,138324,37,420.53461028879025,Books,8740.029479797558,28,45,0.1660137048380122,High
193,50,80566,11,122.97890594445931,Clothing,8435.142311238906,37,12,0.19248957264820635,Low
194,18,86703,36,417.01483369780607,Home,1942.4040366781455,7,36,0.2111376932971523,Low
195,44,47192,13,68.96599339714801,Books,8046.168766977533,4,37,0.11197794433882767,Low
196,69,21062,43,33.00322500242837,Books,4636.050178705137,37,23,0.16909799130862865,High
197,30,104076,3,198.2043996307123,Sports,4881.391833645017,56,1,0.13520594248167392,Low
198,58,109780,33,27.998649339040675,Electronics,1421.4517269178434,1,21,0.20161681162567602,Low
199,20,41545,6,479.0624288618296,Clothing,897.954986195534,1,16,0.17506709019744557,High
200,56,41689,10,414.84079093904325,Electronics,7306.599139040275,47,35,0.15772686586774046,Medium
201,23,31174,5,402.3771466936388,Clothing,5014.965408317467,20,13,0.07485731005147458,Medium
202,25,108461,23,318.591182268115,Clothing,4424.821955890277,19,9,0.000605555324470175,Low
203,44,146174,10,115.99877128791123,Electronics,7322.131463658728,29,34,0.05222450259342878,High
204,26,123033,44,263.9475796714322,Books,7678.577700011986,10,24,0.035119812427250596,Low
205,54,29348,2,302.6642954908671,Clothing,1673.1908599266003,18,2,0.134725423503284,High
206,50,43714,13,267.2654354215314,Electronics,6141.228979828648,28,46,0.1836774452285534,High
207,68,58102,40,137.51435029624838,Clothing,1440.0054145490867,35,37,0.06392550260544246,Medium
208,59,94460,2,262.4714829142157,Home,7538.6133516875525,43,16,0.28171712879015615,Medium
209,61,122634,20,250.681307025627,Books,6603.856047044681,47,11,0.0020046387671663335,High
210,41,109930,1,498.2045301452949,Sports,9570.484748726234,31,23,0.23169030454960285,Low
211,32,26801,37,449.7437125426399,Clothing,782.6843619285697,27,28,0.18756143085913266,Medium
212,49,123150,9,237.05656662565377,Home,664.8417393974178,11,42,0.11206644031430457,Low
213,49,92267,17,315.23931763820815,Sports,2893.6520394626814,49,24,0.015146683323722376,Medium
214,41,68136,9,376.45708600519197,Sports,2690.886268985469,49,35,0.1882459715352838,Medium
215,58,43625,11,27.083928514574207,Clothing,2545.0901108127982,38,25,0.11568405385969441,Low
216,69,102873,15,448.51150620164157,Electronics,9071.920347158264,5,37,0.28088014182396576,Medium
217,66,120843,24,431.46214004478264,Clothing,2570.5073785101104,8,0,0.16259702246692978,Medium
218,66,92592,38,234.14172790911658,Home,2792.302288673447,34,19,0.28189545338805244,Low
219,69,97052,35,201.6731853793861,Sports,7618.042797937841,48,27,0.06614510804199122,Medium
220,29,64261,30,143.75009367959433,Clothing,4552.424440260346,52,15,0.217717773109231,Medium
221,56,21542,31,243.57164588188053,Electronics,7789.434513856294,56,46,0.1851747062546177,Medium
222,19,41677,49,31.744565131286016,Clothing,747.1249598874139,12,16,0.22182246894939353,Low
223,20,66732,5,427.5748313400338,Books,4926.954817366504,38,39,0.06440035919176103,High
224,66,70343,44,27.356960525087082,Electronics,432.77464181449807,1,27,0.1994983548713321,Low
225,54,59081,14,171.2351690312368,Home,720.2667142080097,31,11,0.1494121179170607,High
226,66,82856,11,466.4788492763051,Sports,9073.730788109668,4,26,0.22284749247189486,Medium
227,34,113105,9,370.2542007164918,Clothing,1478.5291740641921,49,41,0.09811339324554533,High
228,66,108858,34,147.88157068298813,Electronics,5370.964754524649,45,46,0.26701710763957576,Low
229,19,39065,12,133.79805604083367,Books,4169.846465746995,50,29,0.02529039438340511,Low
230,19,144097,35,12.490248510832723,Electronics,3538.6989299625425,5,40,0.2421567956373564,Medium
231,45,103460,35,350.90000349637756,Books,9008.350122303997,30,33,0.2583958877445272,High
232,40,108092,1,33.90395501985482,Home,316.0516280773461,56,36,0.24517569341004636,Medium
233,54,146116,40,270.9752345063734,Sports,6671.517893138332,24,5,0.1538179182785328,Medium
234,49,74693,22,481.4397665701044,Home,9637.60489871415,59,6,0.13151549400922838,Low
235,50,46962,29,63.639741426682406,Clothing,5645.665016272235,3,31,0.29887868595746303,High
236,18,48295,8,448.295166174353,Electronics,9374.54237412761,11,31,0.06875158536424864,High
237,36,33807,11,495.8229142210736,Books,617.3530049316353,45,24,0.16406278976281338,High
238,19,62348,41,40.14334285722518,Books,4246.053858834198,4,32,0.20120265761469766,High
239,61,46432,37,442.624071877356,Electronics,2675.5621305243067,26,6,0.21026029075842959,Medium
240,43,103285,14,262.8787200173722,Electronics,7335.127553309225,27,11,0.0612073997215736,Medium
241,49,126995,30,454.1917225278442,Clothing,9814.841195922741,46,15,0.19619822770194037,Low
242,23,111792,35,289.9462815405913,Home,2639.6476181980534,54,15,0.2455108699444012,Medium
243,49,77854,21,334.4348849522167,Books,6576.328554593338,43,42,0.015005573046333664,Medium
244,21,60262,37,276.4516649187256,Clothing,2061.1665643214274,27,35,0.2734563879975949,Low
245,28,57080,5,433.6015113506008,Home,5696.769520258938,42,12,0.00885121654356178,Low
246,34,21324,19,369.61586028731386,Clothing,4692.9316182145285,51,6,0.1067913097465183,Low
247,55,111267,14,265.4175529684033,Books,9722.852763352217,50,35,0.00474395886988862,Medium
248,41,144707,26,435.398793985258,Electronics,6124.419999695019,6,46,0.02314355056187456,Medium
249,22,55909,4,130.18991080511393,Electronics,3560.113083659506,59,8,0.2733504855540237,Low
250,69,109339,25,87.09692325423772,Home,1229.5482703905404,15,31,0.10645824922384435,Low
251,51,39870,45,88.59605161173533,Sports,1597.343604475852,53,10,0.12743145912751586,Low
252,23,54578,42,173.66435058516657,Home,2330.6376065172276,30,7,0.06460331441476579,Medium
253,39,92124,25,126.95811533749858,Sports,2584.5699472689503,42,32,0.17912873105601593,Medium
254,28,137611,18,465.74427174977194,Clothing,8521.098972627264,37,22,0.17844096440333687,High
255,65,123605,40,61.858705976006156,Clothing,5656.105603996997,58,24,0.11166011754756577,Medium
256,33,46790,8,352.50546163939794,Books,5281.570022606228,37,7,0.0999104615416195,Medium
257,50,138874,39,102.71855449465289,Sports,1236.211831505253,42,44,0.26548929245417635,Medium
258,26,45289,40,442.00219505747157,Books,8615.382964159406,37,21,0.1149852718926604,Low
259,23,75129,14,481.04449121060463,Electronics,7255.861601763989,35,3,0.14805029764632247,Medium
260,33,113714,32,238.08030429729195,Sports,769.9167828100157,23,39,0.08499142872747918,Low
261,46,114246,38,440.7450253117845,Home,7107.56746257471,6,2,0.2360308510071382,High
262,20,35485,33,12.521133669810236,Electronics,5481.028351692196,4,28,0.11923444706972748,High
263,37,64482,23,411.77398952996907,Electronics,909.0809228931047,18,40,0.15408331396329736,Low
264,53,106188,15,122.02632914721252,Home,4637.1763511336985,9,28,0.07600715101789841,Low
265,36,24748,33,455.26364154199024,Electronics,4898.493242587465,49,33,0.29629787770237553,Low
266,43,106769,25,10.548854625253648,Sports,1741.16794761643,29,33,0.08744872227711686,Medium
267,20,29435,17,282.5290501694809,Books,9462.411655302794,13,27,0.2312227592716655,High
268,36,23709,33,380.751543854618,Electronics,8514.756177658553,59,12,0.12824869510702774,Low
269,37,143961,47,136.75728204197492,Sports,6723.321139558172,47,14,0.06186522152524196,Medium
270,49,50355,2,104.6351036477736,Clothing,4676.726053906012,52,22,0.23991562918945836,High
271,24,75771,14,51.20812998931248,Sports,4176.478861686634,17,43,0.10008203670871295,Medium
272,69,77799,40,169.95245248661357,Books,6544.637324794447,45,25,0.25955800421934333,High
273,58,33116,40,284.32371303132646,Sports,5499.775507128365,32,3,0.2745771554753469,Medium
274,50,45470,39,66.76348982232625,Home,716.5037482306676,48,25,0.25794715061738277,High
275,57,62344,6,194.5807273735314,Books,5173.776222826284,22,39,0.010502374442041695,High
276,56,62918,6,14.445478279835232,Clothing,8083.395810605111,4,8,0.23621200350153165,Medium
277,35,72224,3,411.15291604492245,Home,4646.4747882098845,5,4,0.12340183994974316,Low
278,57,59298,7,72.93987186566378,Sports,614.3701177872573,37,31,0.2621168760546675,High
279,18,128492,8,148.83804465013498,Books,7884.154173901928,41,19,0.1913862788054216,Low
280,28,100219,42,19.02958218172656,Clothing,2093.5014431461464,49,49,0.2500929402431875,Medium
281,45,81629,15,221.79798410733102,Home,2660.346265391584,13,10,0.1498295309600506,Low
282,42,86040,47,421.6595363431972,Clothing,1730.5928989797294,34,14,0.16050765137967984,Low
283,67,119518,29,202.15409360814633,Sports,3369.1291422278255,45,31,0.04331628964010017,Low
284,40,119835,33,97.95368847767837,Clothing,7591.839906317487,22,27,0.23519620760680662,Low
285,48,48016,30,379.3124286847544,Electronics,5241.92000908898,53,21,0.1258168835000915,Low
286,47,43960,39,396.5154211166647,Home,2128.3246140920546,59,40,0.15002403548147478,High
287,59,53591,27,95.13920290070773,Clothing,8790.517773705204,23,16,0.23552931422871226,High
288,52,102848,36,387.718513185085,Sports,8807.860364020138,51,25,0.1796536200238317,High
289,24,123333,29,474.1759652456056,Sports,8718.726407955468,3,43,0.060329618232800225,Medium
290,33,131732,38,91.52501759681344,Clothing,2464.082492677239,42,6,0.17706979774526782,Low
291,43,134821,33,387.7823033407464,Sports,4567.269507391782,34,41,0.12228985739389672,High
292,65,87641,37,357.2002822552884,Books,9851.397595794664,32,25,0.1408576626131588,Medium
293,69,56395,27,242.05120533319337,Books,7742.923515468905,45,24,0.008493382320800335,High
294,66,131276,33,38.381025673811166,Books,368.9574701330422,51,9,0.06300880485488448,High
295,19,149695,4,46.600264701348465,Electronics,745.5254534788713,58,44,0.08431142441430847,Low
296,18,42700,22,427.68318300733733,Clothing,4692.920630442094,49,18,0.21388800235764172,Medium
297,65,54620,2,495.17270264781706,Electronics,9101.280038029445,21,10,0.003447741989434594,Low
298,29,123214,10,341.26560602150965,Sports,5433.147799731871,46,12,0.1226331783687396,Low
299,22,148148,5,228.51957043505752,Electronics,5028.3438295394735,44,7,0.27720806112771984,High
300,54,40559,10,327.3110852669347,Sports,1144.1896295706429,21,39,0.033564184964737155,Low
301,49,113045,33,301.2539710219872,Sports,6602.123036770511,44,3,0.1549273164655833,Medium
302,26,113396,38,197.97000759875468,Home,8238.821289942232,11,46,0.2359567147172541,Low
303,58,81642,13,42.15681084126634,Books,3866.158074324867,39,30,0.282759392256035,Low
304,52,96539,31,412.5413442296461,Sports,7778.557324160742,4,27,0.22403299186011538,Low
305,36,41732,47,192.19842932697506,Home,9648.318873618035,51,10,0.21616966459332185,High
306,65,148675,36,411.20496524497594,Books,2117.2879453641217,1,42,0.2479464270587287,Medium
